    2.2500      21336.0
    6.7500      21748.0
   11.2500      21878.0
   15.7500      23222.0
   20.2500      24258.0
   24.7500      25662.0
   29.2500      27295.0
   33.7500      29325.0
   38.2500      30893.0
   42.7500      32953.0
   47.2500      34836.0
   51.7500      36510.0
   56.2500      37985.0
   60.7500      39324.0
   65.2500      40782.0
   69.7500      41426.0
   74.2500      41511.0
   78.7500      41759.0
   83.2500      41748.0
   87.7500      40968.0
   92.2500      39736.0
   96.7500      38150.0
  101.2500      36438.0
  105.7500      34074.0
  110.2500      31375.0
  114.7500      28468.0
  119.2500      25256.0
  123.7500      21741.0
  128.2500      18731.0
  132.7500      15222.0
  137.2500      12527.0
  141.7500       9971.0
  146.2500       8103.0
  150.7500       6286.0
  155.2500       4900.0
  159.7500       4020.0
  164.2500       3246.0
  168.7500       2749.0
  173.2500       2336.0
  177.7500       2133.0
  182.2500       2228.0
  186.7500       2437.0
  191.2500       2640.0
  195.7500       3186.0
  200.2500       4023.0
  204.7500       5028.0
  209.2500       6193.0
  213.7500       7858.0
  218.2500      10074.0
  222.7500      12302.0
  227.2500      15443.0
  231.7500      18354.0
  236.2500      22056.0
  240.7500      25049.0
  245.2500      28172.0
  249.7500      31506.0
  254.2500      33818.0
  258.7500      36213.0
  263.2500      38178.0
  267.7500      39681.0
  272.2500      41129.0
  276.7500      41718.0
  281.2500      41926.0
  285.7500      41980.0
  290.2500      41662.0
  294.7500      40221.0
  299.2500      39276.0
  303.7500      38049.0
  308.2500      36527.0
  312.7500      34747.0
  317.2500      32705.0
  321.7500      30988.0
  326.2500      28987.0
  330.7500      27372.0
  335.2500      25865.0
  339.7500      23996.0
  344.2500      22811.0
  348.7500      22119.0
  353.2500      21479.0
  357.7500      21123.0
