   -0.9875      37214.0
   -0.9625      36313.0
   -0.9375      35245.0
   -0.9125      34596.0
   -0.8875      33695.0
   -0.8625      32750.0
   -0.8375      31892.0
   -0.8125      31283.0
   -0.7875      30174.0
   -0.7625      29819.0
   -0.7375      28761.0
   -0.7125      28089.0
   -0.6875      27330.0
   -0.6625      26791.0
   -0.6375      26364.0
   -0.6125      25658.0
   -0.5875      25437.0
   -0.5625      24707.0
   -0.5375      24523.0
   -0.5125      23666.0
   -0.4875      23112.0
   -0.4625      23003.0
   -0.4375      22217.0
   -0.4125      21909.0
   -0.3875      21843.0
   -0.3625      20787.0
   -0.3375      20920.0
   -0.3125      20443.0
   -0.2875      20436.0
   -0.2625      19849.0
   -0.2375      19874.0
   -0.2125      19557.0
   -0.1875      19445.0
   -0.1625      19328.0
   -0.1375      19065.0
   -0.1125      18984.0
   -0.0875      18844.0
   -0.0625      18869.0
   -0.0375      18715.0
   -0.0125      18868.0
    0.0125      18651.0
    0.0375      19045.0
    0.0625      18904.0
    0.0875      18934.0
    0.1125      19235.0
    0.1375      19161.0
    0.1625      19139.0
    0.1875      19269.0
    0.2125      19544.0
    0.2375      19788.0
    0.2625      19921.0
    0.2875      20596.0
    0.3125      20555.0
    0.3375      20748.0
    0.3625      21215.0
    0.3875      21583.0
    0.4125      21801.0
    0.4375      22296.0
    0.4625      22612.0
    0.4875      23137.0
    0.5125      23556.0
    0.5375      23916.0
    0.5625      24704.0
    0.5875      25505.0
    0.6125      25665.0
    0.6375      26400.0
    0.6625      27046.0
    0.6875      27694.0
    0.7125      28277.0
    0.7375      28831.0
    0.7625      29742.0
    0.7875      30121.0
    0.8125      31323.0
    0.8375      31700.0
    0.8625      32866.0
    0.8875      33721.0
    0.9125      34076.0
    0.9375      35073.0
    0.9625      35947.0
    0.9875      37328.0
